pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
266,finfet,data/train_canonical/ref_0266.png,data/train_canonical/search_0266.png,631.42,433.72,28,10.486,7.79,13.6,-1.93,0.47,0.73,361.5,184.7,0.5,0.0,1.066,1.047,505.5,433.5,125.92019218536791,0.20652389526367188,False,8,636.0,436.0,5.116131350933071,0.04372119903564453,True
267,dram,data/train_canonical/ref_0267.png,data/train_canonical/search_0267.png,631.59,435.14,39,9.636,7.65,13.51,0.14,0.59,0.5,493.6,128.2,0.0,0.0023,1.073,0.859,485.5,435.5,146.09044356151435,0.19283342361450195,True,6,636.0,436.0,4.493072445443067,0.04155755043029785,True
268,finfet,data/train_canonical/ref_0268.png,data/train_canonical/search_0268.png,530.06,443.73,25,9.684,7.25,11.19,0.32,0.3,0.47,596.2,94.2,0.0,0.0,1.058,0.933,529.5,443.5,0.6053924347065689,0.22366714477539062,True,5,532.0,444.0,1.9586985475055119,0.04294705390930176,True
269,dram,data/train_canonical/ref_0269.png,data/train_canonical/search_0269.png,609.82,424.4,35,10.005,4.54,10.3,-1.89,0.41,0.86,400.8,82.7,0.36,0.001,1.083,1.112,438.0,424.0,171.82046560290777,0.20374822616577148,True,3,612.0,428.0,4.208610221914111,0.04922127723693848,True
270,dram,data/train_canonical/ref_0270.png,data/train_canonical/search_0270.png,437.88,491.67,41,10.763,7.81,12.57,2.34,0.53,0.42,461.3,98.8,0.0,0.0,1.084,1.092,438.5,491.5,0.6428841264178258,0.20070528984069824,True,4,444.0,492.0,6.128890601079452,0.05276632308959961,True
271,dram,data/train_canonical/ref_0271.png,data/train_canonical/search_0271.png,524.44,506.84,39,10.167,6.53,17.71,-2.55,0.36,0.7,422.7,187.6,0.0,0.0023,0.901,0.954,524.0,507.0,0.46818799642884484,0.17440271377563477,True,5,524.0,508.0,1.2406449935417085,0.045082807540893555,True
272,dram,data/train_canonical/ref_0272.png,data/train_canonical/search_0272.png,586.74,607.35,36,9.22,4.17,17.4,2.37,0.57,0.48,506.7,142.3,0.431,0.0,0.955,1.022,586.5,427.5,179.85016013337327,0.2107529640197754,True,3,588.0,612.0,4.817686166615647,0.04784035682678223,True
273,finfet,data/train_canonical/ref_0273.png,data/train_canonical/search_0273.png,403.33,377.1,28,9.188,4.31,15.49,-2.35,0.24,0.41,374.3,146.3,0.0,0.0017,0.914,1.039,403.5,460.5,83.4001732612109,0.2049572467803955,False,11,412.0,380.0,9.14214963780402,0.043721675872802734,True
274,dram,data/train_canonical/ref_0274.png,data/train_canonical/search_0274.png,566.08,433.74,39,10.02,6.93,11.69,-0.0,0.56,0.72,570.1,171.0,0.0,0.0,1.02,0.96,566.0,434.0,0.2720294101747122,0.18736052513122559,True,8,564.0,436.0,3.0714817271148025,0.038847923278808594,True
275,finfet,data/train_canonical/ref_0275.png,data/train_canonical/search_0275.png,616.51,469.35,24,10.41,4.77,11.83,-0.9,0.43,0.72,331.8,156.9,0.0,0.0,1.067,1.07,469.5,469.5,147.0100765253865,0.23027300834655762,False,6,620.0,468.0,3.742004810258817,0.04205632209777832,True
276,finfet,data/train_canonical/ref_0276.png,data/train_canonical/search_0276.png,474.39,609.33,22,9.604,4.8,16.62,-0.98,0.24,0.63,519.8,82.7,0.0,0.0,1.054,0.972,474.5,526.5,82.83007304113649,0.20534706115722656,False,10,476.0,612.0,3.117851824574065,0.0433199405670166,True
277,finfet,data/train_canonical/ref_0277.png,data/train_canonical/search_0277.png,448.71,386.17,21,9.69,7.22,13.21,-0.44,0.58,0.42,301.7,148.9,0.763,0.0,1.048,0.878,449.5,498.5,112.33277794125807,0.20087933540344238,False,4,452.0,388.0,3.7647045036762283,0.042304277420043945,True
278,dram,data/train_canonical/ref_0278.png,data/train_canonical/search_0278.png,374.95,594.7,37,9.871,5.64,14.14,-2.63,0.38,0.72,378.8,117.4,0.713,0.0009,1.023,1.116,465.0,595.0,90.0504997209899,0.19483017921447754,True,7,380.0,596.0,5.214642844912775,0.054714202880859375,True
279,dram,data/train_canonical/ref_0279.png,data/train_canonical/search_0279.png,567.31,614.39,36,10.239,7.91,17.51,-1.97,0.52,0.89,374.5,165.3,0.0,0.0005,1.065,0.9,567.0,470.0,144.39033277889484,0.21704816818237305,True,3,572.0,620.0,7.312195292796868,0.04919838905334473,True
280,finfet,data/train_canonical/ref_0280.png,data/train_canonical/search_0280.png,404.08,607.82,20,9.179,6.25,14.5,-0.82,0.3,0.44,554.7,162.7,0.0,0.0,0.96,0.96,490.5,498.5,139.35307244549728,0.2047426700592041,False,11,404.0,612.0,4.180765480148292,0.04118227958679199,True
281,dram,data/train_canonical/ref_0281.png,data/train_canonical/search_0281.png,515.3,582.3,37,10.85,4.25,14.28,-2.78,0.51,0.46,364.8,84.4,0.0,0.0,0.96,1.1,515.5,582.5,0.2828427124746833,0.19695758819580078,True,3,516.0,580.0,2.404163056034231,0.047342777252197266,True
282,dram,data/train_canonical/ref_0282.png,data/train_canonical/search_0282.png,496.52,495.99,35,9.331,4.51,12.12,-0.3,0.37,0.43,402.1,180.0,0.0,0.0,0.95,1.019,496.5,495.5,0.49040799340957747,0.20359206199645996,True,2,500.0,500.0,5.309472666847439,0.04315805435180664,True
283,dram,data/train_canonical/ref_0283.png,data/train_canonical/search_0283.png,405.95,508.91,37,10.548,5.63,16.27,0.92,0.56,0.49,374.8,99.3,0.0,0.0017,0.992,1.112,405.5,508.5,0.6087692502089854,0.1966242790222168,True,5,404.0,508.0,2.1518828964420904,0.042661428451538086,True
284,dram,data/train_canonical/ref_0284.png,data/train_canonical/search_0284.png,427.27,376.5,38,10.794,7.41,10.41,1.86,0.31,0.83,388.9,124.8,0.769,0.0,0.921,1.011,427.5,538.5,162.00016327152267,0.20517659187316895,True,6,428.0,380.0,3.5753181676600514,0.04692721366882324,True
285,dram,data/train_canonical/ref_0285.png,data/train_canonical/search_0285.png,502.69,473.88,36,9.338,6.79,16.4,-1.25,0.54,0.66,349.0,136.6,0.0,0.0026,0.942,1.017,502.5,474.5,0.6484597134749427,0.20383715629577637,True,3,308.0,476.0,194.70154210996893,0.04679083824157715,True
286,dram,data/train_canonical/ref_0286.png,data/train_canonical/search_0286.png,580.38,400.65,43,9.03,6.73,13.87,1.4,0.59,0.84,483.4,97.9,0.0,0.0011,0.985,1.073,580.5,462.5,61.85011641056145,0.20553851127624512,False,3,580.0,404.0,3.3714833530658503,0.042922019958496094,True
287,dram,data/train_canonical/ref_0287.png,data/train_canonical/search_0287.png,624.87,484.54,44,9.378,5.87,11.21,1.11,0.36,0.88,449.2,193.2,0.0,0.0008,1.045,0.973,478.5,484.5,146.37000546560077,0.20307564735412598,True,5,620.0,484.0,4.899846936384857,0.042412519454956055,True
288,dram,data/train_canonical/ref_0288.png,data/train_canonical/search_0288.png,459.95,594.24,45,10.358,6.4,16.59,-0.46,0.33,0.41,341.2,142.1,0.466,0.0,0.918,1.143,459.5,594.5,0.5197114584074369,0.2134416103363037,True,3,460.0,596.0,1.7607100840285914,0.04270672798156738,True
289,finfet,data/train_canonical/ref_0289.png,data/train_canonical/search_0289.png,619.79,402.57,28,9.318,5.67,17.54,-2.55,0.35,0.71,542.5,113.3,0.0,0.0,1.057,0.935,421.5,402.5,198.2900123556403,0.16336441040039062,True,8,620.0,652.0,249.4300884015399,0.04343461990356445,True
290,finfet,data/train_canonical/ref_0290.png,data/train_canonical/search_0290.png,444.01,607.67,30,9.085,5.51,13.34,-0.97,0.31,0.83,409.8,193.8,0.0,0.0,1.084,1.126,444.5,511.5,96.17124830218225,0.1591336727142334,False,10,444.0,612.0,4.330011547328755,0.0439000129699707,True
291,dram,data/train_canonical/ref_0291.png,data/train_canonical/search_0291.png,574.05,571.15,38,9.651,4.87,15.19,2.97,0.49,0.56,441.4,176.3,0.485,0.0,0.928,0.993,479.5,571.5,94.55064780317474,0.2017526626586914,False,5,572.0,572.0,2.219234102117181,0.05191373825073242,True
292,dram,data/train_canonical/ref_0292.png,data/train_canonical/search_0292.png,541.25,503.19,45,10.903,4.82,10.43,0.64,0.42,0.83,500.4,117.5,0.559,0.0023,1.003,1.068,541.5,507.5,4.317244491570985,0.20358514785766602,False,6,548.0,492.0,13.068228648137435,0.045122385025024414,True
293,dram,data/train_canonical/ref_0293.png,data/train_canonical/search_0293.png,594.42,587.38,35,10.652,4.76,17.99,-2.1,0.51,0.74,431.4,143.8,0.0,0.0,1.041,1.121,594.5,587.5,0.14422205101858607,0.17495179176330566,True,4,596.0,588.0,1.6972919607422097,0.04801321029663086,True
294,dram,data/train_canonical/ref_0294.png,data/train_canonical/search_0294.png,509.31,383.05,40,10.012,7.72,12.03,2.11,0.35,0.62,549.8,165.7,0.0,0.0009,1.055,1.039,509.0,483.0,99.95048073921404,0.20873403549194336,True,6,516.0,380.0,7.352455372186903,0.04955244064331055,True
295,finfet,data/train_canonical/ref_0295.png,data/train_canonical/search_0295.png,544.92,537.67,28,9.389,6.78,12.32,-1.55,0.53,0.7,406.1,198.7,0.459,0.0024,1.098,1.137,544.5,537.5,0.4531004303683144,0.19930815696716309,True,6,548.0,540.0,3.862033143306831,0.04678988456726074,True
296,dram,data/train_canonical/ref_0296.png,data/train_canonical/search_0296.png,384.11,556.01,39,9.133,6.43,12.79,0.34,0.25,0.59,463.1,108.5,0.0,0.0,1.092,1.146,473.5,555.5,89.39145484888361,0.19388985633850098,True,5,388.0,556.0,3.8900128534491882,0.04465341567993164,True
297,dram,data/train_canonical/ref_0297.png,data/train_canonical/search_0297.png,550.03,540.36,37,9.616,7.08,14.9,2.02,0.21,0.51,475.5,160.5,0.0,0.0,1.077,1.035,550.5,540.5,0.4904079934095914,0.19019484519958496,True,3,556.0,548.0,9.695901195866227,0.04938936233520508,True
298,dram,data/train_canonical/ref_0298.png,data/train_canonical/search_0298.png,393.98,427.95,43,10.275,5.95,12.82,1.22,0.33,0.76,349.7,165.3,0.0,0.0,1.011,1.098,486.0,428.0,92.02001358400247,0.19891881942749023,True,5,396.0,428.0,2.0206187171260015,0.04786348342895508,True
299,dram,data/train_canonical/ref_0299.png,data/train_canonical/search_0299.png,497.17,494.31,38,10.162,4.07,15.18,-0.42,0.5,0.63,516.5,159.0,0.0,0.0,0.908,0.914,497.0,494.0,0.35355339059328345,0.18975281715393066,True,3,500.0,500.0,6.3549193543269995,0.04773736000061035,True
300,finfet,data/train_canonical/ref_0300.png,data/train_canonical/search_0300.png,592.58,512.22,23,9.656,4.84,16.86,1.94,0.28,0.9,517.8,83.6,0.5,0.0,0.926,1.054,592.5,512.5,0.29120439557120575,0.1975536346435547,True,8,596.0,516.0,5.097528813062219,0.04529523849487305,True
301,finfet,data/train_canonical/ref_0301.png,data/train_canonical/search_0301.png,470.61,516.86,30,9.256,7.92,12.52,-1.96,0.3,0.75,408.4,189.3,0.0,0.0,0.995,1.018,470.5,517.5,0.6493843238021576,0.2074742317199707,True,10,476.0,708.0,191.21598181114464,0.04751992225646973,True
302,dram,data/train_canonical/ref_0302.png,data/train_canonical/search_0302.png,376.47,379.8,43,9.007,5.48,12.88,-1.64,0.4,0.52,513.2,92.3,0.0,0.0,1.098,1.022,496.5,468.5,149.24775006679326,0.20178937911987305,False,9,380.0,380.0,3.5356611828623796,0.04413962364196777,True
303,finfet,data/train_canonical/ref_0303.png,data/train_canonical/search_0303.png,524.52,458.9,25,9.8,4.8,11.76,0.35,0.5,0.69,427.5,171.6,0.501,0.0,0.914,1.063,525.0,459.0,0.4903060268852729,0.18671607971191406,True,12,524.0,460.0,1.2167168939404231,0.03870987892150879,True
304,finfet,data/train_canonical/ref_0304.png,data/train_canonical/search_0304.png,595.39,517.36,23,10.304,7.32,17.32,-0.93,0.57,0.67,557.9,191.3,0.0,0.0,1.048,0.966,595.5,517.5,0.17804493814764624,0.20340776443481445,True,11,596.0,516.0,1.49053681604986,0.04291796684265137,True
305,dram,data/train_canonical/ref_0305.png,data/train_canonical/search_0305.png,373.61,538.22,41,10.364,5.15,13.75,0.61,0.51,0.72,543.7,93.7,0.579,0.0005,1.044,0.968,488.5,538.5,114.8903411954199,0.1964883804321289,True,8,372.0,540.0,2.4001041644061925,0.04955601692199707,True
306,dram,data/train_canonical/ref_0306.png,data/train_canonical/search_0306.png,489.52,584.7,39,9.099,7.82,13.88,0.3,0.59,0.58,510.6,138.3,0.494,0.0,1.062,0.896,489.5,584.5,0.20099751242246122,0.18564987182617188,True,4,492.0,588.0,4.128001937984016,0.04837489128112793,True
307,dram,data/train_canonical/ref_0307.png,data/train_canonical/search_0307.png,432.73,550.06,38,9.385,4.13,16.62,-2.37,0.51,0.79,446.3,99.7,0.0,0.0003,0.928,0.96,432.5,549.5,0.6053924347065689,0.19708776473999023,True,3,436.0,548.0,3.8647768370243134,0.0524144172668457,True
308,dram,data/train_canonical/ref_0308.png,data/train_canonical/search_0308.png,553.8,427.31,44,10.807,5.04,10.73,1.11,0.56,0.45,568.7,97.7,0.339,0.0027,0.967,0.927,553.5,427.5,0.3551056180912544,0.22410368919372559,True,7,556.0,428.0,2.305666931714162,0.050840139389038086,True
309,finfet,data/train_canonical/ref_0309.png,data/train_canonical/search_0309.png,371.74,474.83,29,10.002,4.72,14.87,-0.68,0.21,0.55,339.3,112.4,0.495,0.0,1.078,1.076,494.0,475.0,122.2601181906839,0.23958516120910645,True,8,372.0,476.0,1.198540779448089,0.04577493667602539,True
310,dram,data/train_canonical/ref_0310.png,data/train_canonical/search_0310.png,463.51,570.45,41,10.211,6.21,17.28,0.72,0.33,0.5,477.1,197.2,0.0,0.0,0.905,0.861,464.0,570.0,0.6652818951392333,0.22553300857543945,True,4,468.0,572.0,4.75001052630412,0.04692220687866211,True
311,finfet,data/train_canonical/ref_0311.png,data/train_canonical/search_0311.png,567.75,387.27,20,9.391,4.29,12.29,-1.7,0.54,0.6,408.9,92.9,0.0,0.0,1.026,1.093,567.5,523.5,136.2302293912772,0.22917485237121582,False,9,572.0,388.0,4.312238397862533,0.04270482063293457,True
312,dram,data/train_canonical/ref_0312.png,data/train_canonical/search_0312.png,609.81,522.85,44,10.28,4.63,17.88,-1.93,0.56,0.52,574.8,155.0,0.0,0.0006,0.926,1.139,519.5,523.5,90.31233913480477,0.21650218963623047,True,5,612.0,524.0,2.473580400957322,0.04545092582702637,True
313,finfet,data/train_canonical/ref_0313.png,data/train_canonical/search_0313.png,451.82,425.6,27,9.077,4.07,17.04,2.37,0.25,0.83,491.4,184.8,0.0,0.0,0.979,0.944,451.5,425.5,0.3352610922848045,0.23851227760314941,True,6,452.0,428.0,2.4067405344157673,0.042389631271362305,True
314,dram,data/train_canonical/ref_0314.png,data/train_canonical/search_0314.png,454.31,383.11,45,10.211,4.71,12.08,-0.4,0.36,0.59,544.2,160.6,0.0,0.0,1.041,0.924,454.0,533.0,149.89032056807403,0.2356128692626953,False,6,460.0,388.0,7.502546234445999,0.039443254470825195,True
315,finfet,data/train_canonical/ref_0315.png,data/train_canonical/search_0315.png,515.74,532.16,26,10.963,6.51,16.45,1.85,0.29,0.49,516.6,188.0,0.0,0.0,0.979,1.031,515.5,532.5,0.4161730409337275,0.21316242218017578,True,7,516.0,532.0,0.30528675044945053,0.04054760932922363,True
316,finfet,data/train_canonical/ref_0316.png,data/train_canonical/search_0316.png,600.11,406.29,22,10.35,4.97,11.37,1.93,0.35,0.41,381.4,85.9,0.0,0.0025,1.029,1.115,599.5,483.5,77.21240962436023,0.19518756866455078,True,6,604.0,284.0,122.35185409302143,0.04023861885070801,True
317,dram,data/train_canonical/ref_0317.png,data/train_canonical/search_0317.png,365.22,532.32,35,10.054,5.76,11.72,-2.64,0.52,0.76,339.6,124.9,0.0,0.0019,0.995,1.126,543.0,532.0,177.78028799616675,0.20306706428527832,False,4,364.0,532.0,1.261269202034244,0.04615020751953125,True
318,finfet,data/train_canonical/ref_0318.png,data/train_canonical/search_0318.png,590.8,407.45,30,9.965,6.81,10.74,0.27,0.49,0.48,585.4,104.4,0.0,0.0,0.945,0.936,591.0,478.0,70.55028348631919,0.17248988151550293,False,11,588.0,412.0,5.342518132865798,0.03854250907897949,True
319,finfet,data/train_canonical/ref_0319.png,data/train_canonical/search_0319.png,425.06,483.98,25,9.657,5.47,13.45,1.14,0.53,0.47,345.5,136.1,0.333,0.0007,0.978,1.058,424.5,483.5,0.7375635565834445,0.2110755443572998,True,7,428.0,484.0,2.940068026423876,0.03993082046508789,True
320,dram,data/train_canonical/ref_0320.png,data/train_canonical/search_0320.png,474.55,401.2,45,9.748,6.23,12.63,0.93,0.41,0.65,476.1,144.8,0.0,0.0,1.033,0.876,475.0,401.0,0.49244289008979025,0.23479676246643066,True,7,476.0,404.0,3.153173005085517,0.05154252052307129,True
321,finfet,data/train_canonical/ref_0321.png,data/train_canonical/search_0321.png,555.58,480.3,30,9.352,7.65,11.73,-2.96,0.42,0.71,481.4,102.2,0.692,0.0,0.967,0.919,555.5,480.5,0.2154065922853848,0.22173762321472168,True,3,556.0,484.0,3.7237615390891885,0.04767155647277832,True
322,finfet,data/train_canonical/ref_0322.png,data/train_canonical/search_0322.png,373.7,582.04,25,9.936,7.73,11.48,2.47,0.55,0.57,368.2,155.5,0.0,0.0,1.078,1.115,444.0,582.0,70.30001137979994,0.22229838371276855,False,10,372.0,588.0,6.197709254232598,0.05472874641418457,True
323,finfet,data/train_canonical/ref_0323.png,data/train_canonical/search_0323.png,529.46,511.56,20,9.833,5.58,13.95,-2.14,0.31,0.84,550.2,130.1,0.0,0.0,1.051,0.99,529.0,502.0,9.57106054729569,0.20130133628845215,True,6,532.0,596.0,84.47819363599105,0.0429837703704834,True
324,dram,data/train_canonical/ref_0324.png,data/train_canonical/search_0324.png,409.04,480.94,36,9.527,6.84,12.8,-1.09,0.39,0.69,457.5,153.7,0.688,0.0,1.022,0.976,409.5,480.5,0.6365532185135655,0.2035541534423828,True,8,412.0,484.0,4.257370080225572,0.043598175048828125,True
325,dram,data/train_canonical/ref_0325.png,data/train_canonical/search_0325.png,590.29,620.81,38,9.926,5.12,17.76,1.0,0.28,0.59,369.0,122.2,0.0,0.0026,0.922,0.922,590.0,441.0,179.81023385780907,0.19843506813049316,True,6,596.0,444.0,176.9021769227275,0.047853708267211914,True
326,dram,data/train_canonical/ref_0326.png,data/train_canonical/search_0326.png,519.12,462.93,45,9.967,5.39,12.97,-1.55,0.6,0.54,551.8,182.7,0.0,0.0,0.971,0.923,519.0,531.0,68.0701057733863,0.19735932350158691,True,6,524.0,468.0,7.036995097340902,0.044434547424316406,True
327,finfet,data/train_canonical/ref_0327.png,data/train_canonical/search_0327.png,559.45,562.79,26,10.178,7.34,12.82,0.01,0.43,0.72,504.0,87.4,0.0,0.0013,1.087,0.886,559.0,503.0,59.79169340301373,0.18857955932617188,True,8,564.0,564.0,4.708141884013233,0.10831403732299805,True
328,finfet,data/train_canonical/ref_0328.png,data/train_canonical/search_0328.png,368.6,369.91,29,9.17,7.67,14.76,2.1,0.53,0.68,522.4,143.1,0.0,0.0008,1.098,0.867,483.5,517.5,187.04228960318036,0.19807791709899902,False,9,372.0,364.0,6.81821824232696,0.04894661903381348,True
329,dram,data/train_canonical/ref_0329.png,data/train_canonical/search_0329.png,461.95,633.04,39,9.884,6.87,16.59,0.69,0.33,0.72,416.8,95.7,0.0,0.0,1.049,1.078,462.0,514.0,119.04001050067154,0.20875954627990723,True,4,468.0,636.0,6.7352876701741815,0.04192924499511719,True
330,dram,data/train_canonical/ref_0330.png,data/train_canonical/search_0330.png,374.53,610.65,44,10.007,7.1,13.87,0.34,0.33,0.77,363.4,152.4,0.453,0.0002,0.909,1.05,474.5,444.5,193.90673892363822,0.20694947242736816,False,8,380.0,620.0,10.832515866593537,0.039228200912475586,True
331,dram,data/train_canonical/ref_0331.png,data/train_canonical/search_0331.png,563.28,488.77,39,9.127,6.64,12.77,2.56,0.46,0.82,550.1,99.0,0.0,0.0,1.098,1.069,563.5,488.5,0.3482814953453631,0.1926882266998291,True,5,564.0,492.0,3.30927484503783,0.04996657371520996,True
332,dram,data/train_canonical/ref_0332.png,data/train_canonical/search_0332.png,383.99,386.78,45,9.657,4.37,12.64,-0.26,0.52,0.43,515.7,196.7,0.0,0.0,0.953,1.081,514.0,453.0,145.90301059265363,0.1930408477783203,False,8,380.0,388.0,4.172349458039216,0.040189266204833984,True
333,finfet,data/train_canonical/ref_0333.png,data/train_canonical/search_0333.png,508.18,576.34,28,9.038,4.67,16.25,0.96,0.55,0.66,418.8,96.4,0.0,0.0,1.062,1.112,508.5,576.5,0.35777087639994604,0.19506549835205078,True,3,508.0,580.0,3.6644235563045613,0.03699612617492676,True
334,finfet,data/train_canonical/ref_0334.png,data/train_canonical/search_0334.png,428.26,627.22,22,10.982,7.58,16.34,-2.95,0.54,0.85,328.5,99.5,0.0,0.0,1.018,0.962,428.5,511.5,115.72024887633108,0.18877339363098145,True,6,428.0,628.0,0.8221921916437498,0.04328465461730957,True
335,finfet,data/train_canonical/ref_0335.png,data/train_canonical/search_0335.png,404.59,579.5,25,9.422,6.04,15.78,1.86,0.29,0.72,596.9,197.7,0.0,0.0,1.052,0.994,404.5,579.5,0.08999999999997499,0.2220628261566162,True,6,404.0,580.0,0.7733692520393932,0.03828883171081543,True
336,finfet,data/train_canonical/ref_0336.png,data/train_canonical/search_0336.png,476.05,618.92,21,10.282,5.34,12.01,0.56,0.22,0.63,451.1,137.6,0.789,0.0,1.055,1.05,475.5,514.5,104.42144846725691,0.20624256134033203,False,9,476.0,620.0,1.0811567878897534,0.04352617263793945,True
337,dram,data/train_canonical/ref_0337.png,data/train_canonical/search_0337.png,479.84,598.04,38,9.07,7.03,14.18,1.96,0.52,0.46,511.6,135.5,0.0,0.0,0.955,0.984,479.5,522.5,75.54076515365723,0.1951305866241455,True,9,484.0,364.0,234.07696853812845,0.050882816314697266,True
